ORGID,PARENT,OKFS,INN,OKPO,OKONH,SOOGU,OKOPF,KODREG,REGDATE,REGNUM,ORGNAME,ORGSNAME,COMMENT,FIZADDR,URADDR,POSTADDR,PHONE,FAX,EMAIL,WWW,MYORG,CONFDATE,MAINOKONH,OKBV,OCCUPATION,FIRST_DATE,LAST_DATE,OUT_REASON,OUT_DATE,SBM_ID,KODTERR,EXT_ID,HAS_BRON,F6_SHIFR,REGPL_ID,CHK_DATE,OKATO2,OKATO3,Feature1,Feature2,Feature3,OVK_ID,KODOKTMO,KODOKTMO2,REGPLACE,COMPUTERS,SOFTWARENUM,SOFTWARE,KPIS,COMPUTERSS,SOFTWARENUMS,KPISS,Kopf_Changed,Okved_Changed,SBM,OVK_NAME
737,,12,7705421247,50021247,"91510,91511,91515,10.15.15",,12247,45286552000,2000-09-28,000.002.1247,"АПТЕКА № 1247","АПТЕКА № 1247",,"ул. Гагарина, д. 74","ул. Гагарина, д. 74","ул. Гагарина, д. 74",,,,,,2003-03-31,91510,21247-B,"торговля фармпрепаратами",2000-03-19,2003-03-31,,,1,45286552000,737,1,01,1,2003-05-27,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
738,,14,7705441256,50041256,,,75000,45286552000,2000-11-16,000.004.1256,"ШКОЛА № 1256","ШКОЛА № 1256",,"ул. Новый Арбат, д. 79","ул. Новый Арбат, д. 79","ул. Новый Арбат, д. 79",,,,,,2003-07-14,92100,41256-A1,образование,2000-06-21,2003-07-14,,,4,45286552000,738,0,01,1,2003-10-29,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
739,,16,7705431331,50031331,"71200,71201",,12247,45286552000,2000-09-19,000.003.1331,"УНИВЕРСАМ № 1331","УНИВЕРСАМ № 1331",,"Новоясеневский пр-т, д. 98","Новоясеневский пр-т, д. 98","Новоясеневский пр-т, д. 98",,,,,,2002-12-14,71200,31331-A1,"реализация товаров массового спроса",2000-06-27,2003-12-14,,,4,45286552000,739,0,01,4,2004-10-26,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
740,,42,7705411241,50011241,"14001,14010,14050",,12247,45286552000,2000-12-15,000.001.1241,"ЗАВОД № 1241","ЗАВОД № 1241",,"пер. Маяковского, д. 46","пер. Маяковского, д. 46","пер. Маяковского, д. 46",111-1000,111-2000,,,,2002-08-26,14001,11241-A1,,2000-11-27,2003-08-26,,,1,45286552000,740,0,01,1,2004-06-21,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
741,,14,7705441259,50041259,,,75000,45286552000,2000-11-19,000.004.1259,"ШКОЛА № 1259","ШКОЛА № 1259",,"41 км МКАД, д. 1, к. 1","41 км МКАД, д. 1, к. 1","41 км МКАД, д. 1, к. 1",,,,,,2003-02-04,92100,41259-A1,образование,2000-02-09,2003-02-04,,,4,45286552000,741,0,01,1,2003-12-20,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
742,,12,7705421249,50021249,"91510,91511,91515,10.15.15",,12247,45286552000,2000-01-15,000.002.1249,"АПТЕКА № 1249","АПТЕКА № 1249",,"ул. Теплый Стан, д. 87, к. 5","ул. Теплый Стан, д. 87, к. 5","ул. Теплый Стан, д. 87, к. 5",,,,,,2003-06-10,91510,21249-B,"торговля фармпрепаратами",2000-10-27,2003-06-10,,,1,45286552000,742,1,01,1,2004-05-21,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
743,,42,7705411244,50011244,"14001,14010,14050",,12247,45286552000,2000-11-01,000.001.1244,"ЗАВОД № 1244","ЗАВОД № 1244",,"ул. Теплый Стан, д. 84","ул. Теплый Стан, д. 84","ул. Теплый Стан, д. 84",111-1000,111-2000,,,,2002-08-03,14001,11244-A1,,2000-08-13,2003-08-03,,,1,45286552000,743,0,01,1,2004-06-10,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
744,,16,7705461266,50061266,,,,45286552000,2000-03-28,000.006.1266,ЧП-1266,ЧП-1266,,"ул. Гагарина, д. 92, к. 1","ул. Гагарина, д. 92, к. 1","ул. Гагарина, д. 92, к. 1",,,,,,2002-08-31,84000,61266-A1,коммерция,2000-10-24,2003-08-31,,,4,45286552000,744,0,01,1,2004-01-03,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
745,,42,7705411250,50011250,"14001,14010,14050",,12247,45286552000,2000-05-20,000.001.1250,"ЗАВОД № 1250","ЗАВОД № 1250",,"пл. Победы, д. 46, к. 5","пл. Победы, д. 46, к. 5","пл. Победы, д. 46, к. 5",111-1000,111-2000,,,,2003-04-19,14001,11250-A1,,2000-12-01,2003-04-19,,,1,45286552000,745,0,01,1,2003-05-03,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
746,,16,7705431337,50031337,"71200,71201",,12247,45286552000,2000-07-12,000.003.1337,"УНИВЕРСАМ № 1337","УНИВЕРСАМ № 1337",,"ул. Гвоздева, д. 57, к. 3","ул. Гвоздева, д. 57, к. 3","ул. Гвоздева, д. 57, к. 3",,,,,,2002-08-26,71200,31337-A1,"реализация товаров массового спроса",2000-02-29,2003-08-26,,,4,45286552000,746,0,01,4,2003-10-18,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
747,,16,7705461270,50061270,,,,45286552000,2000-01-21,000.006.1270,ЧП-1270,ЧП-1270,,"2-я Грузинская улица, д. 7","2-я Грузинская улица, д. 7","2-я Грузинская улица, д. 7",,,,,,2003-06-30,84000,61270-A1,коммерция,2000-07-04,2003-06-30,,,4,45286552000,747,0,01,1,2003-12-02,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
748,,16,7705461271,50061271,,,,45286552000,2000-12-21,000.006.1271,ЧП-1271,ЧП-1271,,"ул. Гагарина, д. 87","ул. Гагарина, д. 87","ул. Гагарина, д. 87",,,,,,2002-08-30,84000,61271-A1,коммерция,2000-07-15,2003-08-30,,,4,45286552000,748,0,01,1,2004-01-18,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
749,,16,7705431341,50031341,"71200,71201",,12247,45286552000,2000-12-21,000.003.1341,"УНИВЕРСАМ № 1341","УНИВЕРСАМ № 1341",,"ул. Зеленая, д. 36","ул. Зеленая, д. 36","ул. Зеленая, д. 36",,,,,,2003-06-05,71200,31341-A1,"реализация товаров массового спроса",2000-12-02,2003-06-05,,,4,45286552000,749,0,01,4,2004-05-19,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
750,,16,7705461275,50061275,,,,45286552000,2000-08-01,000.006.1275,ЧП-1275,ЧП-1275,,"ул. Ленина, д. 73, к. 4","ул. Ленина, д. 73, к. 4","ул. Ленина, д. 73, к. 4",,,,,,2003-05-21,84000,61275-A1,коммерция,2000-06-01,2003-05-21,,,4,45286552000,750,0,01,1,2004-01-26,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
752,,14,7705441274,50041274,,,75000,45286552000,2000-03-05,000.004.1274,"ШКОЛА № 1274","ШКОЛА № 1274",,"пр-т Горького, д. 2","пр-т Горького, д. 2","пр-т Горького, д. 2",,,,,,2003-06-07,92100,41274-A1,образование,2000-01-29,2003-06-07,,,4,45286552000,752,0,01,1,2003-12-31,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
753,,14,7705441275,50041275,,,75000,45286552000,2000-04-19,000.004.1275,"ШКОЛА № 1275","ШКОЛА № 1275",,"2-я Грузинская улица, д. 34","2-я Грузинская улица, д. 34","2-я Грузинская улица, д. 34",,,,,,2003-03-21,92100,41275-A1,образование,2000-11-09,2003-03-21,,,4,45286552000,753,0,01,1,2003-07-09,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
754,,12,7705421264,50021264,"91510,91511,91515,10.15.15",,12247,45286552000,2000-10-16,000.002.1264,"АПТЕКА № 1264","АПТЕКА № 1264",,"Яблоневая аллея, д. 11","Яблоневая аллея, д. 11","Яблоневая аллея, д. 11",,,,,,2002-10-26,91510,21264-B,"торговля фармпрепаратами",2000-12-01,2003-10-26,,,1,45286552000,754,1,01,1,2004-06-04,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
755,,12,7705421268,50021268,"91510,91511,91515,10.15.15",,12247,45286552000,2000-06-17,000.002.1268,"АПТЕКА № 1268","АПТЕКА № 1268",,"ул. Зеленая, д. 77","ул. Зеленая, д. 77","ул. Зеленая, д. 77",,,,,,2003-04-28,91510,21268-B,"торговля фармпрепаратами",2000-11-26,2003-04-28,,,1,45286552000,755,1,01,1,2003-11-03,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
756,,42,7705411271,50011271,"14001,14010,14050",,12247,45286552000,2000-07-17,000.001.1271,"ЗАВОД № 1271","ЗАВОД № 1271",,"ул. Ленина, д. 85","ул. Ленина, д. 85","ул. Ленина, д. 85",111-1000,111-2000,,,,2002-08-27,14001,11271-A1,,2000-02-21,2003-08-27,,,1,45286552000,756,0,01,1,2004-02-03,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
757,,16,7705431368,50031368,"71200,71201",,12247,45286552000,2000-06-03,000.003.1368,"УНИВЕРСАМ № 1368","УНИВЕРСАМ № 1368",,"ул. Советская, д. 81","ул. Советская, д. 81","ул. Советская, д. 81",,,,,,2003-05-06,71200,31368-A1,"реализация товаров массового спроса",2000-02-26,2003-05-06,,,4,45286552000,757,0,01,4,2003-10-03,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
758,,12,7705421274,50021274,"91510,91511,91515,10.15.15",,12247,45286552000,2000-03-26,000.002.1274,"АПТЕКА № 1274","АПТЕКА № 1274",,"ул. Гвоздева, д. 41, к. 4","ул. Гвоздева, д. 41, к. 4","ул. Гвоздева, д. 41, к. 4",,,,,,2003-06-30,91510,21274-B,"торговля фармпрепаратами",2000-06-19,2003-06-30,,,1,45286552000,758,1,01,1,2004-05-08,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
759,,12,7705421278,50021278,"91510,91511,91515,10.15.15",,12247,45286552000,2000-10-23,000.002.1278,"АПТЕКА № 1278","АПТЕКА № 1278",,"ул. Зеленая, д. 75, к. 5","ул. Зеленая, д. 75, к. 5","ул. Зеленая, д. 75, к. 5",,,,,,2003-05-27,91510,21278-B,"торговля фармпрепаратами",2000-03-06,2003-05-27,,,1,45286552000,759,1,01,1,2003-10-10,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
760,,14,7705451297,50051297,"82000,82205",,,45286552000,2000-08-17,000.005.1297,ГУП-1297,ГУП-1297,,"ул. Гвоздева, д. 63","ул. Гвоздева, д. 63","ул. Гвоздева, д. 63",,,,,,2003-04-17,82000,51297-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-01-06,2003-04-17,,,4,45286552000,760,0,03,1,2003-12-22,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
761,,14,7705441295,50041295,,,75000,45286552000,2000-04-06,000.004.1295,"ШКОЛА № 1295","ШКОЛА № 1295",,"пр-т Мира, д. 99","пр-т Мира, д. 99","пр-т Мира, д. 99",,,,,,2002-10-27,92100,41295-A1,образование,2000-05-06,2003-10-27,,,4,45286552000,761,0,01,1,2003-12-18,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
762,,12,7705421286,50021286,"91510,91511,91515,10.15.15",,12247,45286552000,2000-10-02,000.002.1286,"АПТЕКА № 1286","АПТЕКА № 1286",,"41 км МКАД, д. 7, к. 2","41 км МКАД, д. 7, к. 2","41 км МКАД, д. 7, к. 2",,,,,,2003-03-04,91510,21286-B,"торговля фармпрепаратами",2000-03-23,2003-03-04,,,1,45286552000,762,1,01,1,2003-03-17,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
763,,12,7705421288,50021288,"91510,91511,91515,10.15.15",,12247,45286552000,2000-06-17,000.002.1288,"АПТЕКА № 1288","АПТЕКА № 1288",,"Яблоневая аллея, д. 51, к. 5","Яблоневая аллея, д. 51, к. 5","Яблоневая аллея, д. 51, к. 5",,,,,,2002-10-24,91510,21288-B,"торговля фармпрепаратами",2000-04-06,2003-10-24,,,1,45286552000,763,1,01,1,2004-08-10,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
764,,16,7705431377,50031377,"71200,71201",,12247,45286552000,2000-04-08,000.003.1377,"УНИВЕРСАМ № 1377","УНИВЕРСАМ № 1377",,"ул. Зеленая, д. 77","ул. Зеленая, д. 77","ул. Зеленая, д. 77",,,,,,2002-10-05,71200,31377-A1,"реализация товаров массового спроса",2000-02-19,2003-10-05,,,4,45286552000,764,0,01,4,2004-09-11,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
765,,12,7705421297,50021297,"91510,91511,91515,10.15.15",,12247,45286552000,2000-09-24,000.002.1297,"АПТЕКА № 1297","АПТЕКА № 1297",,"ул. Гвоздева, д. 45, к. 5","ул. Гвоздева, д. 45, к. 5","ул. Гвоздева, д. 45, к. 5",,,,,,2003-06-02,91510,21297-B,"торговля фармпрепаратами",2000-01-05,2003-06-02,,,1,45286552000,765,1,01,1,2004-03-07,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
766,,16,7705431381,50031381,"71200,71201",,12247,45286552000,2000-05-16,000.003.1381,"УНИВЕРСАМ № 1381","УНИВЕРСАМ № 1381",,"тупик Совхозный, д. 54, к. 3","тупик Совхозный, д. 54, к. 3","тупик Совхозный, д. 54, к. 3",,,,,,2003-02-25,71200,31381-A1,"реализация товаров массового спроса",2000-04-02,2003-02-25,,,4,45286552000,766,0,01,4,2003-07-07,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
767,,14,7705451303,50051303,"82000,82205",,,45286552000,2000-02-01,000.005.1303,ГУП-1303,ГУП-1303,,"пл. Победы, д. 5","пл. Победы, д. 5","пл. Победы, д. 5",,,,,,2002-12-14,82000,51303-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-03-14,2003-12-14,,,4,45286552000,767,0,03,1,2004-11-27,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
768,,14,7705441303,50041303,,,75000,45286552000,2000-01-06,000.004.1303,"ШКОЛА № 1303","ШКОЛА № 1303",,"ул. Гагарина, д. 46, к. 2","ул. Гагарина, д. 46, к. 2","ул. Гагарина, д. 46, к. 2",,,,,,2002-10-09,92100,41303-A1,образование,2000-08-19,2003-10-09,,,4,45286552000,768,0,01,1,2004-04-16,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
769,,16,7705431390,50031390,"71200,71201",,12247,45286552000,2000-11-21,000.003.1390,"УНИВЕРСАМ № 1390","УНИВЕРСАМ № 1390",,"ул. Советская, д. 32","ул. Советская, д. 32","ул. Советская, д. 32",,,,,,2003-04-01,71200,31390-A1,"реализация товаров массового спроса",2000-02-18,2003-04-01,,,4,45286552000,769,0,01,4,2003-05-30,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
770,,12,7705421305,50021305,"91510,91511,91515,10.15.15",,12247,45286552000,2000-03-16,000.002.1305,"АПТЕКА № 1305","АПТЕКА № 1305",,"тупик Совхозный, д. 75","тупик Совхозный, д. 75","тупик Совхозный, д. 75",,,,,,2003-01-08,91510,21305-B,"торговля фармпрепаратами",2000-09-17,2003-01-08,,,1,45286552000,770,1,01,1,2003-10-31,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
771,,12,7705421319,50021319,"91510,91511,91515,10.15.15",,12247,45286552000,2000-07-13,000.002.1319,"АПТЕКА № 1319","АПТЕКА № 1319",,"ул. Гвоздева, д. 40, к. 1","ул. Гвоздева, д. 40, к. 1","ул. Гвоздева, д. 40, к. 1",,,,,,2002-10-12,91510,21319-B,"торговля фармпрепаратами",2000-11-22,2003-10-12,,,1,45286552000,771,1,01,1,2004-03-15,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
772,,12,7705421320,50021320,"91510,91511,91515,10.15.15",,12247,45286552000,2000-06-21,000.002.1320,"АПТЕКА № 1320","АПТЕКА № 1320",,"Новоясеневский пр-т, д. 98, к. 5","Новоясеневский пр-т, д. 98, к. 5","Новоясеневский пр-т, д. 98, к. 5",,,,,,2003-06-11,91510,21320-B,"торговля фармпрепаратами",2000-05-25,2003-06-11,,,1,45286552000,772,1,01,1,2004-03-29,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
773,,12,7705421325,50021325,"91510,91511,91515,10.15.15",,12247,45286552000,2000-08-10,000.002.1325,"АПТЕКА № 1325","АПТЕКА № 1325",,"ул. Советская, д. 16","ул. Советская, д. 16","ул. Советская, д. 16",,,,,,2003-07-26,91510,21325-B,"торговля фармпрепаратами",2000-06-18,2003-07-26,,,1,45286552000,773,1,01,1,2004-02-25,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
774,,14,7705451344,50051344,"82000,82205",,,45286552000,2000-05-01,000.005.1344,ГУП-1344,ГУП-1344,,"ул. Островитянова, д. 5","ул. Островитянова, д. 5","ул. Островитянова, д. 5",,,,,,2002-11-05,82000,51344-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-11-28,2003-11-05,,,4,45286552000,774,0,03,1,2004-09-28,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
775,,14,7705451346,50051346,"82000,82205",,,45286552000,2000-08-02,000.005.1346,ГУП-1346,ГУП-1346,,"ул. Новый Арбат, д. 71","ул. Новый Арбат, д. 71","ул. Новый Арбат, д. 71",,,,,,2003-05-11,82000,51346-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-11-07,2003-05-11,,,4,45286552000,775,0,03,1,2004-04-09,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
776,,16,7705431414,50031414,"71200,71201",,12247,45286552000,2000-02-17,000.003.1414,"УНИВЕРСАМ № 1414","УНИВЕРСАМ № 1414",,"Новоясеневский пр-т, д. 85","Новоясеневский пр-т, д. 85","Новоясеневский пр-т, д. 85",,,,,,2003-07-07,71200,31414-A1,"реализация товаров массового спроса",2000-07-20,2003-07-07,,,4,45286552000,776,0,01,4,2003-07-30,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
777,,16,7705431418,50031418,"71200,71201",,12247,45286552000,2000-12-10,000.003.1418,"УНИВЕРСАМ № 1418","УНИВЕРСАМ № 1418",,"пл. Победы, д. 78","пл. Победы, д. 78","пл. Победы, д. 78",,,,,,2003-07-01,71200,31418-A1,"реализация товаров массового спроса",2000-01-05,2003-07-01,,,4,45286552000,777,0,01,4,2003-12-13,45286552000,45286552000,,,,,,,"ЦБ РФ",,,,,,,,,1,,
778,,16,7705461350,50061350,,,,45286552000,2000-11-06,000.006.1350,ЧП-1350,ЧП-1350,,"Столичный бульвар, д. 10","Столичный бульвар, д. 10","Столичный бульвар, д. 10",,,,,,2003-04-15,84000,61350-A1,коммерция,2000-09-21,2003-04-15,,,4,45286552000,778,0,01,1,2003-07-20,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
779,,14,7705451348,50051348,"82000,82205",,,45286552000,2000-12-05,000.005.1348,ГУП-1348,ГУП-1348,,"ул. Островитянова, д. 69","ул. Островитянова, д. 69","ул. Островитянова, д. 69",,,,,,2002-08-10,82000,51348-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-09-09,2003-08-10,,,4,45286552000,779,0,03,1,2003-09-16,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
780,,42,7705411325,50011325,"14001,14010,14050",,12247,45286552000,2000-08-18,000.001.1325,"ЗАВОД № 1325","ЗАВОД № 1325",,"ул. Теплый Стан, д. 13","ул. Теплый Стан, д. 13","ул. Теплый Стан, д. 13",111-1000,111-2000,,,,2002-10-15,14001,11325-A1,,2000-07-10,2003-10-15,,,1,45286552000,780,0,01,1,2004-02-16,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
781,,16,7705461354,50061354,,,,45286552000,2000-07-13,000.006.1354,ЧП-1354,ЧП-1354,,"ул. Гагарина, д. 16","ул. Гагарина, д. 16","ул. Гагарина, д. 16",,,,,,2003-01-29,84000,61354-A1,коммерция,2000-03-29,2003-01-29,,,4,45286552000,781,0,01,1,2003-07-15,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
782,,16,7705461364,50061364,,,,45286552000,2000-10-06,000.006.1364,ЧП-1364,ЧП-1364,,"тупик Совхозный, д. 62, к. 4","тупик Совхозный, д. 62, к. 4","тупик Совхозный, д. 62, к. 4",,,,,,2003-02-26,84000,61364-A1,коммерция,2000-11-06,2003-02-26,,,4,45286552000,782,0,01,1,2004-02-04,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
783,,14,7705441340,50041340,,,75000,45286552000,2000-07-15,000.004.1340,"ШКОЛА № 1340","ШКОЛА № 1340",,"пер. Маяковского, д. 56","пер. Маяковского, д. 56","пер. Маяковского, д. 56",,,,,,2002-10-07,92100,41340-A1,образование,2000-09-01,2003-10-07,,,4,45286552000,783,0,01,1,2003-12-30,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
784,,42,7705411344,50011344,"14001,14010,14050",,12247,45286552000,2000-06-07,000.001.1344,"ЗАВОД № 1344","ЗАВОД № 1344",,"41 км МКАД, д. 40, к. 1","41 км МКАД, д. 40, к. 1","41 км МКАД, д. 40, к. 1",111-1000,111-2000,,,,2003-06-15,14001,11344-A1,,2000-01-11,2003-06-15,,,1,45286552000,784,0,01,1,2003-08-06,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
785,,14,7705441346,50041346,,,75000,45286552000,2000-02-07,000.004.1346,"ШКОЛА № 1346","ШКОЛА № 1346",,"ул. Островитянова, д. 67, к. 3","ул. Островитянова, д. 67, к. 3","ул. Островитянова, д. 67, к. 3",,,,,,2003-03-17,92100,41346-A1,образование,2000-05-26,2003-03-17,,,4,45286552000,785,0,01,1,2003-04-07,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
786,,12,7705421359,50021359,"91510,91511,91515,10.15.15",,12247,45286552000,2000-12-04,000.002.1359,"АПТЕКА № 1359","АПТЕКА № 1359",,"Столичный бульвар, д. 74, к. 2","Столичный бульвар, д. 74, к. 2","Столичный бульвар, д. 74, к. 2",,,,,,2003-02-11,91510,21359-B,"торговля фармпрепаратами",2000-05-11,2003-02-11,,,1,45286552000,786,1,01,1,2003-12-30,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
787,,14,7705441347,50041347,,,75000,45286552000,2000-02-03,000.004.1347,"ШКОЛА № 1347","ШКОЛА № 1347",,"2-й пер. Призывников, д. 35","2-й пер. Призывников, д. 35","2-й пер. Призывников, д. 35",,,,,,2002-09-30,92100,41347-A1,образование,2000-09-20,2003-09-30,,,4,45286552000,787,0,01,1,2003-10-14,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
788,,14,7705441352,50041352,,,75000,45286552000,2000-09-02,000.004.1352,"ШКОЛА № 1352","ШКОЛА № 1352",,"2-й пер. Призывников, д. 60","2-й пер. Призывников, д. 60","2-й пер. Призывников, д. 60",,,,,,2002-12-14,92100,41352-A1,образование,2000-11-20,2003-12-14,,,4,45286552000,788,0,01,1,2004-01-05,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
789,,14,7705451369,50051369,"82000,82205",,,45286552000,2000-12-09,000.005.1369,ГУП-1369,ГУП-1369,,"пр-т Горького, д. 95, к. 4","пр-т Горького, д. 95, к. 4","пр-т Горького, д. 95, к. 4",,,,,,2002-12-02,82000,51369-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-03-09,2003-12-02,,,4,45286552000,789,0,03,1,2003-12-30,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
790,,42,7705411351,50011351,"14001,14010,14050",,12247,45286552000,2000-07-02,000.001.1351,"ЗАВОД № 1351","ЗАВОД № 1351",,"ул. Теплый Стан, д. 4","ул. Теплый Стан, д. 4","ул. Теплый Стан, д. 4",111-1000,111-2000,,,,2002-08-01,14001,11351-A1,,2000-02-20,2003-08-01,,,1,45286552000,790,0,01,1,2004-04-15,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
791,,12,7705421374,50021374,"91510,91511,91515,10.15.15",,12247,45286552000,2000-08-07,000.002.1374,"АПТЕКА № 1374","АПТЕКА № 1374",,"ул. Новаторов, д. 89","ул. Новаторов, д. 89","ул. Новаторов, д. 89",,,,,,2002-11-12,91510,21374-B,"торговля фармпрепаратами",2000-02-09,2003-11-12,,,1,45286552000,791,1,01,1,2004-05-29,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
792,,14,7705451380,50051380,"82000,82205",,,45286552000,2000-07-24,000.005.1380,ГУП-1380,ГУП-1380,,"тупик Совхозный, д. 11, к. 3","тупик Совхозный, д. 11, к. 3","тупик Совхозный, д. 11, к. 3",,,,,,2002-12-06,82000,51380-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-05-11,2003-12-06,,,4,45286552000,792,0,03,1,2004-07-10,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
793,,12,7705421375,50021375,"91510,91511,91515,10.15.15",,12247,45286552000,2000-06-22,000.002.1375,"АПТЕКА № 1375","АПТЕКА № 1375",,"пр-т Мира, д. 57","пр-т Мира, д. 57","пр-т Мира, д. 57",,,,,,2003-05-17,91510,21375-B,"торговля фармпрепаратами",2000-06-27,2003-05-17,,,1,45286552000,793,1,01,1,2003-10-27,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
794,,42,7705411363,50011363,"14001,14010,14050",,12247,45286552000,2000-12-04,000.001.1363,"ЗАВОД № 1363","ЗАВОД № 1363",,"Столичный бульвар, д. 12, к. 5","Столичный бульвар, д. 12, к. 5","Столичный бульвар, д. 12, к. 5",111-1000,111-2000,,,,2002-11-22,14001,11363-A1,,2000-05-06,2003-11-22,,,1,45286552000,794,0,01,1,2004-09-11,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
795,,14,7705441370,50041370,,,75000,45286552000,2000-09-06,000.004.1370,"ШКОЛА № 1370","ШКОЛА № 1370",,"Новоясеневский пр-т, д. 66, к. 4","Новоясеневский пр-т, д. 66, к. 4","Новоясеневский пр-т, д. 66, к. 4",,,,,,2002-09-23,92100,41370-A1,образование,2000-11-21,2003-09-23,,,4,45286552000,795,0,01,1,2004-01-26,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
796,,14,7705441371,50041371,,,75000,45286552000,2000-11-18,000.004.1371,"ШКОЛА № 1371","ШКОЛА № 1371",,"тупик Совхозный, д. 76, к. 5","тупик Совхозный, д. 76, к. 5","тупик Совхозный, д. 76, к. 5",,,,,,2003-02-16,92100,41371-A1,образование,2000-10-23,2003-02-16,,,4,45286552000,796,0,01,1,2003-10-17,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
797,,42,7705411364,50011364,"14001,14010,14050",,12247,45286552000,2000-09-18,000.001.1364,"ЗАВОД № 1364","ЗАВОД № 1364",,"2-й пер. Призывников, д. 18, к. 1","2-й пер. Призывников, д. 18, к. 1","2-й пер. Призывников, д. 18, к. 1",111-1000,111-2000,,,,2003-03-02,14001,11364-A1,,2000-01-11,2003-03-02,,,1,45286552000,797,0,01,1,2004-01-26,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
798,,14,7705451390,50051390,"82000,82205",,,45286552000,2000-07-27,000.005.1390,ГУП-1390,ГУП-1390,,"Яблоневая аллея, д. 64","Яблоневая аллея, д. 64","Яблоневая аллея, д. 64",,,,,,2003-01-17,82000,51390-A1,"обеспечение информационной поддержкой муниципальных структур города",2000-08-16,2003-01-17,,,4,45286552000,798,0,03,1,2003-12-29,45286552000,45286552000,,,,,,,МРП,,,,,,,,,1,,
